mae_00,0.9563827884044281,0.9159719389641461,0.8243050933976419,0.5841003365702278,0.16046194323388888,0.02283167433550637,0.21825200893279267,0.11279914454298827,0.04968125388637708,0.01195716873088174,0.0004832635587633321,1.9023470581307456e-05,0.25206614,0.6673693
mae_10,0.9803565593029108,0.9559822913014129,0.8926584277328142,0.6655119278485029,0.1615007549573145,0.02156673321740624,0.2807668593167541,0.15432841352547064,0.07428650282889868,0.01766731807074297,0.0004927191223888835,1.3836953503529735e-05,0.28926763,0.7064875
mae_20,0.9873243501761567,0.9664953998888436,0.907731812446181,0.6746995079061802,0.14274680425256842,0.017690808603412454,0.3059516126042476,0.16663672716916714,0.08110096838078247,0.019105556107910263,0.00036146466493320906,8.650436425752012e-06,0.29627445,0.6509599
mae_40,0.9990184362245932,0.9929112728365642,0.9653800190349427,0.7752402624818416,0.14745520944400317,0.016182086639998663,0.5611414262311832,0.2929864488289509,0.14769077901639216,0.03423086420409578,0.0004071696764381023,6.553360928600009e-06,0.4718882,0.8180435
mae_80,1.0,1.0,0.9999804402844269,0.8647128419074062,0.17051873796898592,0.02063502286339924,1.0,0.9999999251044466,0.9990712576891988,0.06616162970333796,0.0005952136873121877,1.0204519160248585e-05,1.2488735,1.9787476
mae_01,0.9285979738997063,0.875916026801581,0.7743250109128901,0.5384648962738742,0.14428486578934185,0.019291604349889916,0.16514206151666347,0.08826463445071882,0.03915459169301929,0.009641173530937762,0.00036886060083834337,1.0373034155555443e-05,0.23482956,0.58287174
mae_02,0.8924387387322918,0.8417172953206958,0.7504177907539793,0.5380915919461678,0.148785031569858,0.01842787593415532,0.11806003290536142,0.07079002263905343,0.03454065030200041,0.009292422386206036,0.0003810498521655394,9.661526397593156e-06,0.25717077,0.5889434
mae_04,0.8657972134561301,0.8179701308831212,0.7300265487358938,0.5379928392358353,0.16651448253818318,0.02355848474222919,0.0738006179257639,0.05138301192842756,0.02800840979716992,0.00877678522445542,0.0004699883219108252,1.402419238720402e-05,1.0734954,1.6177686
mae_08,0.7284565237614764,0.691351504786167,0.6257250810416264,0.48127097153846027,0.14597797385199973,0.01839853636079565,0.028201209151262993,0.022555264024613674,0.015319716947234772,0.006435400431885209,0.0003645728304022022,9.4930114022863e-06,1.6773999,3.1593337
mae_11,0.9650818526390111,0.9368688711897316,0.8763179551032968,0.6848292937750012,0.2046075056830515,0.03147969248310589,0.2194652794512253,0.1275735119063055,0.06731803329519277,0.019821538875192366,0.0007327780951476856,1.9716254450902313e-05,0.30363744,0.897046
mae_22,0.9621395466439583,0.9350149918063875,0.8757168516490987,0.6741298908233925,0.161573784631737,0.020062066316977118,0.20396004621804606,0.12379276325459376,0.06585388139652495,0.01835259366110249,0.0004332146051571955,1.0185795271881157e-05,0.28128126,0.690531
mae_44,0.9615694524949371,0.9371097896376444,0.8897535714370904,0.7257033745280026,0.16452253172431577,0.02193979901199583,0.18016642166458738,0.11713391193893166,0.06922139273938899,0.023594103682562075,0.0004965013478391041,1.2601176871279447e-05,0.30642056,0.7644151
mae_88,0.9647061629801373,0.944983290755172,0.9130406054924636,0.8396656719835698,0.19626814938852036,0.026105779895951853,0.16918074188164967,0.11970271707961266,0.08049779704091413,0.04583549828292582,0.0007605268977082148,2.093330719478517e-05,0.74585384,1.3157753
mse_00,0.9824671003198729,0.9431239251101426,0.8517025301207694,0.6079543638441043,0.1695443301870815,0.02401766099196382,0.24686836413693827,0.12302415224409181,0.05339141109027142,0.012412739658749644,0.0004438497737498949,1.3237789075772019e-05,0.27101776,0.69685036
mse_10,0.9957727161050405,0.9639814993714653,0.8868732840523914,0.6390068435151194,0.16467710122083665,0.021843193099713998,0.46186171220569344,0.16563546723871891,0.068484179633475,0.014855944956261934,0.0004145656123432366,1.0710064146169158e-05,0.35658154,0.70549357
mse_20,0.9998423296098313,0.9782183484444062,0.9147322823564209,0.6897941220669371,0.18300022183579856,0.02563515405661345,0.9128543987375606,0.2152608717966165,0.08789375166993679,0.019279388687513468,0.0004922323012913304,1.4754424033533736e-05,0.45527536,0.84733576
mse_40,0.9999976146688325,0.9944047286805063,0.9357730500514039,0.7123411577780062,0.17630769817927672,0.0245498283754225,0.9999967607673125,0.4241361990746466,0.11465451765876192,0.02226760892762487,0.0004716173001987915,1.2601176871279447e-05,0.61419207,0.9489474
mse_80,0.9999992844006498,0.9999973761357158,0.9744905528959114,0.7798003000746608,0.17745027180848652,0.024914784044042754,0.9999994757311257,0.9999912746680207,0.1988107033923552,0.032376994435971466,0.0004766353022812624,1.2058184108624017e-05,0.8788784,1.2955776
mse_01,0.9594047644604738,0.9189452542643758,0.8287327451106674,0.5951498095670408,0.166082976129991,0.023052078935378993,0.15454982350956115,0.09329760041378297,0.04494957750482093,0.011588757503364215,0.0004253505720428755,1.2114355773726304e-05,0.37653396,0.7049646
mse_02,0.9402944452793104,0.8984039749158574,0.8088634135520205,0.5819202826904347,0.16221877833326853,0.02237082835395452,0.12084176610455681,0.07825102405626454,0.0393557784072749,0.01046465014133727,0.0003902807291306817,1.1590086899438303e-05,0.49696228,0.75946707
mse_04,0.9267140393436523,0.8899658659109938,0.8124199423226923,0.6126610993037218,0.18503944145085383,0.02617853249655916,0.09556886075062945,0.06757282796809674,0.038513746423503276,0.01234127057685117,0.0005218534926886024,1.2825863531688589e-05,0.7341061,1.0852343
mse_08,0.8618931419343605,0.8192338793356375,0.7384784302799735,0.5558916487170497,0.1750153257527509,0.025227500960095794,0.0551880243507913,0.04069305723836502,0.02454943303129829,0.008711026928509011,0.00045132060520849894,1.4529737373124592e-05,1.0637219,1.5956658
mse_11,0.9780740359087754,0.9473600347304219,0.8742100379506189,0.6498493663367754,0.17979171288245804,0.02568453041177972,0.21589677250525763,0.12532649781563365,0.060982939016967365,0.015419815143165943,0.0005147758628857145,1.4061640163938877e-05,0.32000223,0.7613707
mse_22,0.9756619890322473,0.9498372011478213,0.8887581727409125,0.6804906149145217,0.18166777584565955,0.025502768176819828,0.2054448692894715,0.13199725283109873,0.06950432812041557,0.017867926145268654,0.0004712802702081778,1.1833497448214873e-05,0.37817824,0.79502857
mse_44,0.9754155843226494,0.9565304404036934,0.9121279777877962,0.7368168709702811,0.18782359998950454,0.026141321330346898,0.1862087549945271,0.1325655790147153,0.079414415623033,0.02374782592251194,0.0005144762806718355,1.1721154118010302e-05,0.5006454,0.907958
mse_88,0.970944758115493,0.955345407879703,0.9206130778166587,0.7856176457258444,0.18284732210796487,0.02564779631180095,0.16768771774711927,0.12737897070252535,0.08447456685465701,0.0313461296131214,0.0005483665186168813,1.4099087940673734e-05,0.6589425,1.0635546
